Title,Imdb,Runtime,Year,Director,Platform,Genre
Illegal Woman,6.2,1h 59min,2020,Ramon Térmens,Netflix,"Drama, Crime, Made in Europe"
Fear Street: Part One - 1994,6.2,1h 47min,2021,Leigh Janiak,Netflix,"Drama, Horror, Mystery & Thriller"
Jaadugar,6.9,2h 47min,2022,Sameer Saxena,Netflix,"Comedy, Drama, Romance, Fantasy, Sport"
Òlòtūré,5.6,1h 46min,2019,Kenneth Gyang,Netflix,"Drama, Crime"
Funan,6.9,1h 24min,2019,Denis Do,Netflix,"Drama, History, War & Military, Animation, Made in Europe"
A Life of Speed: The Juan Manuel Fangio Story,6.9,1h 32min,2020,Francisco Macri,Netflix,"Documentary, Sport"
Jab Harry Met Sejal,5.1,2h 23min,2017,Imtiaz Ali,Netflix,"Comedy, Drama, Romance"
Solace,6.4,1h 41min,2015,Afonso Poyart,Netflix,"Mystery & Thriller, Music & Musical, Drama, Crime, Made in Europe"
Fanatyk,6.196438356164386,33min,2017,Michał Tylka,Netflix,Drama
Coming Home in the Dark,5.7,1h 33min,2021,James Ashcroft,Netflix,"Mystery & Thriller, Horror, Crime"
Roma,7.7,2h 15min,2018,Alfonso Cuarón,Netflix,"Drama, Made in Europe"
The Tambour of Retribution,6.8,1h 32min,2021,Abdulaziz Alshlahei,Netflix,Drama
All the Freckles in the World,5.2,1h 30min,2019,Yibrán Asuad,Netflix,"Comedy, Romance, Sport"
Moms at War,6.5,1h 31min,2018,Omoni Oboli,Netflix,Comedy
Dolly Parton: A MusiCares Tribute,6.6,55min,2021,Christian Lamb,Netflix,"Music & Musical, Documentary"
Pachamama,6.8,1h 12min,2018,Juan Antin,Netflix,"Animation, Fantasy, Kids & Family, Made in Europe"
"Beard, Hair & Stache",7.4,2h 0min,2016,Lucio Branco,Netflix,Documentary
Madras Cafe,7.6,2h 10min,2013,Shoojit Sircar,Netflix,"Drama, Action & Adventure, Mystery & Thriller"
Little Big Mouth,4.2,1h 34min,2021,Gray Hofmeyr,Netflix,"Comedy, Music & Musical, Romance"
Canvas,6.196438356164386,9min,2020,Frank E. Abney III,Netflix,"Animation, Drama"
Awake,4.9,1h 36min,2021,Mark Raso,Netflix,"Drama, Mystery & Thriller, Horror, Science-Fiction, Action & Adventure"
Space Sweepers,6.5,2h 16min,2021,Jo Sung-hee,Netflix,"Drama, Science-Fiction, Action & Adventure, Fantasy"
Visaranai,8.5,1h 58min,2016,Vetrimaaran,Netflix,"Drama, Mystery & Thriller, Crime"
Force 2,6.2,2h 3min,2016,Abhinay Deo,Netflix,"Action & Adventure, Mystery & Thriller"
Sol Levante,6.196438356164386,4min,2020,Akira Saitoh,Netflix,"Animation, Action & Adventure"
Spoiled Brats,6.0,1h 35min,2021,Nicolas Cuche,Netflix,Comedy
The Binding,4.8,1h 33min,2020,Domenico Emanuele de Feudis,Netflix,"Horror, Mystery & Thriller, Drama"
Chief Daddy,4.7,1h 38min,2018,Niyi Akinmolayan,Netflix,"Drama, Comedy"
Two Distant Strangers,6.196438356164386,32min,2020,Travon Free,Netflix,Drama
Cobra Kai - The Afterparty,6.196438356164386,34min,2021,Jon Hurwitz,Netflix,"Action, Comedy, Drama, Sport"
Until Midnight,6.6,1h 18min,2018,Tariq Alkazim,Netflix,"Drama, Mystery & Thriller"
Love Me Instead,7.0,2h 4min,2021,Mehmet Ada Öztekin,Netflix,Drama
Seaspiracy,8.1,1h 29min,2021,Ali Tabrizi,Netflix,Documentary
Toscana,5.7,1h 30min,2022,Mehdi Avaz,Netflix,"Drama, Romance"
Violet Evergarden: Eternity and the Auto Memory Doll,7.4,1h 30min,2019,Haruka Fujita,Netflix,"Animation, Drama, Kids & Family"
Cem Yılmaz: Diamond Elite Platinum Plus,6.6,1h 34min,2021,Cem Yılmaz,Netflix,Comedy
A World Without,4.0,1h 46min,2021,Nia Dinata,Netflix,"Mystery & Thriller, Drama, Science-Fiction"
Crazy Awesome Teachers,6.2,1h 41min,2020,Sammaria Simanjuntak,Netflix,"Drama, Comedy"
My Wonderful Life,5.9,1h 39min,2021,Lukasz Grzegorzek,Netflix,"Comedy, Drama, Romance"
America: The Motion Picture,5.6,1h 38min,2021,Matt Thompson,Netflix,"Comedy, War & Military, Animation, Action & Adventure, Fantasy, History, Science-Fiction"
Rita Moreno: Just a Girl Who Decided to Go for It,7.7,1h 30min,2021,Mariem Pérez Riera,Netflix,Documentary
The Present,6.196438356164386,24min,2020,Farah Nabulsi,Netflix,Drama
A Tale of Two Kitchens,6.5,29min,2019,Trisha Ziff,Netflix,Documentary
Miss Americana,7.4,1h 25min,2020,Lana Wilson,Netflix,"Music & Musical, Documentary"
Of Good Report,6.4,1h 44min,2013,Jahmil X.T. Qubeka,Netflix,"Drama, Mystery & Thriller, Horror"
Bad Genius,7.6,2h 10min,2017,Nattawut Poonpiriya,Netflix,"Mystery & Thriller, Comedy, Crime, Drama"
"Sincerely Yours, Dhaka",6.9,2h 14min,2019,Tanvir Ahsan,Netflix,Drama
Loving,7.0,2h 3min,2016,Jeff Nichols,Netflix,"Drama, Romance"
Heroes: Silence and Rock & Roll,7.5,1h 35min,2021,Alexis Morante,Netflix,"Music & Musical, Documentary"
He Never Died,6.3,1h 39min,2015,Jason Krawczyk,Netflix,"Comedy, Drama, Horror, Fantasy, Mystery & Thriller"
Panoptic,6.3,1h 19min,2020,Rana Eid,Netflix,Documentary
London Has Fallen,5.9,1h 39min,2016,Babak Najafi,Netflix,"Action & Adventure, Mystery & Thriller, Crime, Drama"
The Next Skin,6.2,1h 40min,2016,Isa Campo,Netflix,"Mystery & Thriller, Drama, Made in Europe"
The Curse of Bridge Hollow,5.5,1h 29min,2022,Jeff Wadlow,Netflix,"Horror, Kids & Family, Action & Adventure, Comedy"
Spelling the Dream,6.9,1h 22min,2020,Sam Rega,Netflix,Documentary
Minnal Murali,8.1,2h 38min,2021,Basil Joseph,Netflix,"Action & Adventure, Drama, Fantasy, Science-Fiction, Comedy"
All Hail,5.6,1h 58min,2022,Marcos Carnevale,Netflix,"Comedy, Drama"
Jogi,7.2,1h 56min,2022,Ali Abbas Zafar,Netflix,"Drama, Mystery & Thriller, History"
Bruised,6.2,2h 9min,2021,Halle Berry,Netflix,"Drama, Mystery & Thriller, Sport"
Daniel Sosa: Maleducado,6.4,54min,2019,Marcos Bucay,Netflix,Comedy
Urzila Carlson: Overqualified Loser,6.3,1h 2min,2020,Hayden Guppy,Netflix,Comedy
The Half of It,6.9,1h 44min,2020,Alice Wu,Netflix,"Romance, Drama, Comedy"
Hope Frozen,6.196438356164386,1h 15min,2019,Pailin Wedel,Netflix,Documentary
Dying to Tell,6.8,1h 27min,2019,Hernán Zin,Netflix,"Documentary, Made in Europe"
The Millions,5.7,1h 34min,2020,Tunde Apalowo,Netflix,"Mystery & Thriller, Comedy, Crime, Drama"
The Alpinist,7.9,1h 33min,2021,Nick Rosen,Netflix,"Action & Adventure, Documentary"
Kung Fu Panda 3,7.1,1h 35min,2016,Jennifer Yuh Nelson,Netflix,"Comedy, Animation, Action & Adventure, Kids & Family, Fantasy, Drama"
Orbiter 9,5.9,1h 35min,2017,Hatem Khraiche,Netflix,"Drama, Science-Fiction, Mystery & Thriller, Romance, Made in Europe"
"Mirror, Mirror",5.0,1h 19min,2022,Marc Crehuet,Netflix,Comedy
Back to the Outback,6.5,1h 35min,2021,Harry Cripps,Netflix,"Animation, Comedy, Kids & Family"
The Doll,5.1,1h 46min,2016,Rocky Soraya,Netflix,"Mystery & Thriller, Horror"
"Ken Jeong: You Complete Me, Ho",5.7,1h 2min,2019,Jon M. Chu,Netflix,Comedy
Bad Trip,6.5,1h 27min,2021,Kitao Sakurai,Netflix,"Comedy, Reality TV"
Shawn Mendes: Live in Concert,7.2,1h 27min,2020,Paul Dugdale,Netflix,"Documentary, Music & Musical"
Craig Ferguson: Tickle Fight,6.6,1h 16min,2017,Jay Chapman,Netflix,Comedy
Animals on the Loose: A You vs. Wild Interactive Movie,5.8,45min,2021,Ben Simms,Netflix,"Action & Adventure, Reality TV"
Maz Jobrani: Immigrant,6.7,1h 7min,2017,Maz Jobrani,Netflix,"Comedy, Documentary"
Hilda and the Mountain King,7.7,1h 25min,2021,Andy Coyle,Netflix,"Fantasy, Comedy, Drama, Kids & Family, Animation"
Jonah,5.4,1h 37min,2016,Lô Politi,Netflix,"Mystery & Thriller, Drama, Romance, Kids & Family"
Goodbye,6.8,2h 10min,2022,Mohamed Kordofani,Netflix,"Drama, Kids & Family, Comedy"
I Care a Lot,6.3,1h 58min,2021,J Blakeson,Netflix,"Comedy, Crime, Drama, Mystery & Thriller"
Metal Lords,6.7,1h 37min,2022,Peter Sollett,Netflix,"Comedy, Drama, Music & Musical"
Noblemen,5.6,1h 48min,2019,Vandana Kataria,Netflix,Drama
Ex-Shaman,7.1,1h 21min,2018,Luiz Bolognesi,Netflix,Documentary
I Am Mother,6.7,1h 54min,2019,Grant Sputore,Netflix,"Science-Fiction, Mystery & Thriller, Horror, Drama"
Simplemente Manu NNa,5.4,1h 11min,2017,Raúl Campos,Netflix,Comedy
Fantastic Fungi,7.4,1h 21min,2019,Louie Schwartzberg,Netflix,Documentary
A Castle for Christmas,5.5,1h 38min,2021,Mary Lambert,Netflix,"Comedy, Drama, Kids & Family, Romance"
Fractured,6.4,1h 39min,2019,Brad Anderson,Netflix,Mystery & Thriller
Tigertail,6.6,1h 31min,2020,Alan Yang,Netflix,Drama
Thi Mai,6.0,1h 39min,2018,Patricia Ferreira,Netflix,"Comedy, Kids & Family, Made in Europe"
Ghost Stories,6.196438356164386,2h 24min,2020,Karan Johar,Netflix,Horror
Before I Wake,6.2,1h 37min,2016,Mike Flanagan,Netflix,"Drama, Horror, Mystery & Thriller, Fantasy"
12 Strong,6.5,2h 10min,2018,Nicolai Fuglsig,Netflix,"Drama, History, War & Military, Action & Adventure"
Over the Moon,6.3,1h 35min,2020,Glen Keane,Netflix,"Science-Fiction, Romance, Animation, Comedy, Kids & Family, Fantasy, Action & Adventure"
Harith Iskander: I Told You So,4.9,1h 1min,2018,Michael McKay,Netflix,Comedy
Shimla Mirchi,4.6,2h 9min,2020,Ramesh Sippy,Netflix,"Romance, Comedy"
Till Death,5.8,1h 29min,2021,SK Dale,Netflix,"Horror, Mystery & Thriller"
RattleSnake: The Ahanna Story,4.9,2h 15min,2020,Ramsey Nouah,Netflix,Drama
Binti,5.7,1h 39min,2021,Seko Shamte,Netflix,Drama
Ella Fitzgerald: Just One of Those Things,6.9,1h 29min,2019,Leslie Woodhead,Netflix,"Music & Musical, Documentary, History"
Erax,6.196438356164386,13min,2022,Hebru Brantley,Netflix,Mystery & Thriller
The Laundromat,6.3,1h 36min,2019,Steven Soderbergh,Netflix,"Crime, Comedy, Drama, History"
Dolemite Is My Name,7.2,1h 58min,2019,Craig Brewer,Netflix,"Drama, Comedy"
Love O2O,6.4,1h 43min,2016,Zhao Tianyu,Netflix,"Drama, Comedy, Romance"
Joshua: Teenager vs. Superpower,7.3,1h 18min,2017,Joe Piscatella,Netflix,Documentary
Child of Kamiari Month,5.9,1h 39min,2021,Takana Shirai,Netflix,"Drama, Kids & Family, Fantasy, Animation"
Cosmic Sin,2.5,1h 28min,2021,Edward Drake,Netflix,"Action & Adventure, Science-Fiction"
Servant Of The People 2,6.2,1h 40min,2016,Aleksey Kiryushchenko,Netflix,"Comedy, Kids & Family"
A Home with a View,6.0,1h 31min,2019,Herman Yau,Netflix,"Comedy, Drama"
The Zookeeper's Wife,7.0,2h 3min,2017,Niki Caro,Netflix,"Drama, History, War & Military"
Marco Luque - We are together,4.4,1h 13min,2017,Kamal Tabrizi,Netflix,Comedy
Winter on Fire: Ukraine's Fight for Freedom,8.3,1h 38min,2015,Evgeny Afineevsky,Netflix,"Documentary, History, War & Military"
Güeros,7.5,1h 46min,2015,Alonso Ruizpalacios,Netflix,"Comedy, Drama"
Rabbids Invasion - Mission To Mars,7.8,1h 10min,2021,Franz Kirchner,Netflix,Animation
Penalty Kick,3.8,1h 29min,2018,Rodrigo Triana,Netflix,Comedy
Nicole Byer: BBW (Big Beautiful Weirdo),5.9,1h 5min,2021,Betsy Thomas,Netflix,Comedy
The Wrong Missy,5.7,1h 30min,2020,Tyler Spindel,Netflix,"Comedy, Romance"
Nate: A One Man Show,6.6,59min,2020,Phil Burgers,Netflix,Comedy
Oxygen,6.5,1h 40min,2021,Alexandre Aja,Netflix,"Science-Fiction, Mystery & Thriller, Horror, Drama, Fantasy"
A Man of Action,6.3,1h 51min,2022,Javier Ruiz Caldera,Netflix,"Drama, Action & Adventure, History, Crime"
Upstarts,6.7,1h 52min,2019,Udai Singh Pawar,Netflix,Drama
The Claudia Kishi Club,6.196438356164386,17min,2020,Sue Ding,Netflix,Documentary
Toc Toc,6.8,1h 30min,2017,Vicente Villanueva,Netflix,"Comedy, Fantasy, Kids & Family, Made in Europe"
Christmas Inheritance,5.7,1h 45min,2017,Ernie Barbarash,Netflix,"Romance, Comedy, Drama"
Jingle Jangle: A Christmas Journey,6.4,2h 2min,2020,David E. Talbert,Netflix,"Fantasy, Kids & Family"
Patria,7.2,1h 29min,2019,Matías Gueilburt,Netflix,"Documentary, History, War & Military"
The Perfect Dictatorship,7.2,2h 23min,2014,Luis Estrada,Netflix,"Comedy, Drama"
On My Skin,7.3,1h 40min,2018,Alessio Cremonini,Netflix,"Drama, Made in Europe"
Dick Johnson Is Dead,7.4,1h 29min,2020,Kirsten Johnson,Netflix,"Documentary, Drama"
Joaquín Reyes: Una y no más,6.5,1h 17min,2017,José Miguel Contreras,Netflix,Comedy
A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,6.196438356164386,21min,2017,Thomas Astruc,Netflix,"Animation, Action, Adventure, Family, Fantasy, Romance"
Heneral Luna,7.3,1h 58min,2015,Jerrold Tarog,Netflix,"Comedy, Drama, War & Military, Action & Adventure, History"
Mo Amer: Mohammed in Texas,6.7,1h 4min,2021,Jay Chapman,Netflix,Comedy
This Changes Everything,7.7,1h 37min,2019,Tom Donahue,Netflix,Documentary
Baazaar,6.5,2h 17min,2018,Gauravv K. Chawla,Netflix,"Drama, Mystery & Thriller, Crime"
Dark Forces,2.7,1h 21min,2020,Bernardo Arellano,Netflix,"Mystery & Thriller, Action & Adventure, Horror"
Old People,5.1,1h 41min,2022,Andy Fetscher,Netflix,Horror
Super Monsters Save Christmas,4.8,24min,2019,Steve Ball,Netflix,"Animation, Fantasy, Kids & Family"
Man in Love,6.9,1h 55min,2021,Chen-Hao Yin,Netflix,"Drama, Romance"
ReMastered: Who Killed Jam Master Jay?,6.5,58min,2018,Brian Oakes,Netflix,"Music & Musical, Documentary"
"Sing, Dance, Act: Kabuki featuring Toma Ikuta",7.0,1h 27min,2022,Tadashi Aizawa,Netflix,Documentary
Guatemala: Heart of the Mayan World,6.6,1h 6min,2019,Luis Ara,Netflix,Documentary
We Are Legends,5.2,1h 48min,2019,Daniel Chan Yee-Heng,Netflix,Action & Adventure
We Are One,5.2,1h 26min,2020,Stéphane de Freitas,Netflix,Documentary
Fakkah Fuzz: Almost Banned,4.4,1h 0min,2018,Michael McKay,Netflix,Comedy
The Last Thing He Wanted,4.3,1h 56min,2020,Dee Rees,Netflix,"Drama, Mystery & Thriller, Crime"
Franco Escamilla: bienvenido al mundo,7.1,54min,2019,Ulises Valencia,Netflix,Comedy
Fate/Grand Order: First Order,5.7,1h 12min,2016,Namimi Sanjo,Netflix,"Animation, Action & Adventure"
Vivo,6.7,1h 43min,2021,Kirk DeMicco,Netflix,"Comedy, Animation, Drama, Kids & Family"
Two Catalonias,6.4,1h 56min,2018,Gerardo Olivares,Netflix,"Documentary, History, Made in Europe"
Buddies,6.5,1h 34min,2013,Marcelo Galvão,Netflix,"Comedy, Drama, Documentary, Made in Europe"
Godse,5.7,2h 22min,2022,Gopi Ganesh,Netflix,"Mystery & Thriller, Action & Adventure"
7 Prisoners,7.1,1h 33min,2021,Alexandre Moratto,Netflix,"Drama, Crime"
Bayonet,5.6,1h 41min,2018,Kyzza Terrazas,Netflix,"Drama, Sport"
"Michela Giraud: The Truth, I Swear!",5.4,1h 0min,2022,Vittorio Antonacci,Netflix,"Comedy, Documentary"
The Book of Henry,6.6,1h 45min,2017,Colin Trevorrow,Netflix,"Drama, Crime, Mystery & Thriller"
Alexis de Anda: Mea Culpa,4.9,54min,2017,Raúl Campos,Netflix,Comedy
Bleach,6.4,1h 48min,2018,Shinsuke Sato,Netflix,"Action & Adventure, Fantasy"
The Great Hack,7.0,1h 54min,2019,Karim Amer,Netflix,"Documentary, History"
Your Name Engraved Herein,7.3,1h 58min,2020,Kuang-Hui Liu,Netflix,"Drama, Romance"
Je suis Karl,5.5,2h 6min,2021,Christian Schwochow,Netflix,"Drama, Mystery & Thriller, Made in Europe, Romance"
Trading Paint,4.5,1h 27min,2019,Karzan Kader,Netflix,"Drama, Mystery & Thriller, Action & Adventure, Sport, Made in Europe"
Sitara,6.8,2h 8min,2019,Sharmeen Obaid-Chinoy,Netflix,Drama
Trust No One: The Hunt for the Crypto King,6.3,1h 30min,2022,Luke Sewell,Netflix,"Crime, Documentary"
"Liar, Liar, Vampire",5.7,1h 9min,2015,Vince Marcello,Netflix,"Comedy, Kids & Family"
Under the Shadow,6.8,1h 24min,2016,Babak Anvari,Netflix,"Drama, Horror, Mystery & Thriller, Fantasy, War & Military"
Counterpunch,6.7,1h 31min,2017,Jay Bulger,Netflix,"Documentary, Sport"
Tramps,6.5,1h 23min,2016,Adam Leon,Netflix,"Comedy, Romance, Documentary, Made in Europe"
The Sparks Brothers,7.8,2h 20min,2021,Edgar Wright,Netflix,"Documentary, Music & Musical, Comedy, History"
Stree,7.5,2h 18min,2018,Anna Zaytseva,Netflix,"Horror, Comedy"
The Midas Touch,5.0,1h 38min,2013,Fung Chih-chiang,Netflix,Comedy
Viraata Parvam,6.8,2h 30min,2022,Venu Udugula,Netflix,"Drama, Romance, Action & Adventure"
Sweet & Sour,6.7,1h 41min,2021,Lee Kae-byeok,Netflix,"Drama, Romance, Comedy"
Fishtronaut: The Movie,7.6,1h 28min,2018,Celia Catunda,Netflix,"Animation, Action & Adventure, Kids & Family"
Polar,6.3,1h 58min,2019,Jonas Åkerlund,Netflix,"Crime, Drama, Action & Adventure, Mystery & Thriller, Made in Europe"
Red Dot,5.5,1h 26min,2021,Alain Darborg,Netflix,"Mystery & Thriller, Horror, Drama"
Nneka the Pretty Serpent,4.0,2h 20min,2020,Tosin Igho,Netflix,Horror
Ali & Ratu Ratu Queens,7.0,1h 40min,2021,Lucky Kuswandi,Netflix,"Drama, Comedy"
Ginny Weds Sunny,5.7,2h 5min,2020,Puneet Khanna,Netflix,"Romance, Comedy, Drama"
Hikaru Utada Live Sessions from AIR Studios,6.196438356164386,1h 0min,2022,David Barnard,Netflix,Music & Musical
The Highwaymen,6.9,2h 12min,2019,John Lee Hancock,Netflix,"Drama, Mystery & Thriller, Crime"
Bonboné,6.196438356164386,15min,2018,Rakan Mayasi,Netflix,"Drama, Comedy"
Out of the Clear Blue Sky,6.5,1h 52min,2019,Pepe Bojórquez,Netflix,"Drama, Romance, Comedy"
Brothers,6.4,2h 36min,2015,Karan Malhotra,Netflix,"Drama, Kids & Family, Action & Adventure, Sport"
You've Got This,5.8,1h 51min,2020,Salvador Espinosa,Netflix,"Comedy, Romance"
The Lost Lotteries,5.4,1h 46min,2022,Prueksa Amaruji,Netflix,"Comedy, Crime"
American Pie Presents: Girls' Rules,6.196438356164386,1h 35min,2020,Mike Elliott,Netflix,Comedy
Mili,6.7,2h 9min,2022,Mathukutty Xavier,Netflix,"Mystery & Thriller, Drama"
A Love Song for Latasha,6.196438356164386,19min,2019,Sophia Nahli Allison,Netflix,Documentary
Firebrand,5.2,1h 56min,2019,Aruna Raje,Netflix,Drama
Hate by Dani Rovira,6.7,1h 22min,2021,Mario Briongos,Netflix,Comedy
Cristela Alonzo: Lower Classy,6.4,1h 7min,2017,Marcus Raboy,Netflix,Comedy
Deon Cole: Charleen's Boy,6.6,1h 7min,2022,Ryan Polito,Netflix,"Comedy, Documentary"
Laabam,3.5,2h 24min,2021,S. P. Jananathan,Netflix,"Drama, Action & Adventure"
Sherdil,6.6,2h 0min,2022,Srijit Mukherji,Netflix,"Comedy, Drama"
Happy Birthday,5.6,2h 34min,2022,Ritesh Rana,Netflix,Comedy
Rodney Carrington: Here Comes the Truth,4.6,1h 6min,2017,Brandon Jones,Netflix,"Comedy, Documentary"
Hey Arnold! The Jungle Movie,7.5,1h 21min,2017,Raymie Muzquiz,Netflix,"Comedy, Kids & Family, Fantasy, Mystery & Thriller, Animation"
The Lift Boy,7.2,1h 47min,2019,Jonathan Augustin,Netflix,"Drama, Comedy"
Stowaway,5.6,1h 57min,2021,Joe Penna,Netflix,"Science-Fiction, Drama, Mystery & Thriller"
Ludo,7.6,2h 30min,2020,Anurag Basu,Netflix,"Crime, Drama, Action & Adventure, Comedy"
Arlo the Alligator Boy,6.4,1h 30min,2021,Ryan Crego,Netflix,"Animation, Comedy, Kids & Family"
American Factory,7.4,1h 55min,2019,Steven Bognar,Netflix,Documentary
Choose or Die,4.8,1h 25min,2022,Toby Meakins,Netflix,"Mystery & Thriller, Horror, Drama"
Penguin Bloom,6.8,1h 35min,2021,Glendyn Ivin,Netflix,Drama
The Angel,6.6,1h 54min,2018,Ariel Vromen,Netflix,"Drama, Mystery & Thriller, Action & Adventure"
Septembers of Shiraz,6.2,1h 50min,2015,Wayne Blair,Netflix,"Drama, Mystery & Thriller"
A Perfect Fit,5.4,1h 52min,2021,Hadrah Daeng Ratu,Netflix,"Drama, Comedy, Romance"
Beast,5.2,2h 42min,2022,Nelson Dilipkumar,Netflix,"Mystery & Thriller, Crime, Action & Adventure, Comedy"
Solo,5.0,1h 31min,2018,Hugo Stuven Casasnovas,Netflix,"Drama, Mystery & Thriller, Romance, Sport, Made in Europe"
Seventeen,7.2,1h 39min,2019,Daniel Sánchez Arévalo,Netflix,"Drama, Comedy, Made in Europe"
A Breath of Fresh Air,5.8,1h 30min,2022,Alessio Lauria,Netflix,"Drama, Comedy"
A Whisker Away,6.7,1h 44min,2020,Junichi Sato,Netflix,"Drama, Animation, Kids & Family, Fantasy, Romance"
Classmates Minus,7.1,2h 2min,2020,Huang Hsin-Yao,Netflix,"Drama, Comedy"
The Doll 2,5.2,1h 57min,2017,Rocky Soraya,Netflix,"Horror, Mystery & Thriller"
U Turn,7.5,2h 0min,2016,Pawan Kumar,Netflix,"Mystery & Thriller, Horror, Crime, Drama"
#Alive,6.3,1h 48min,2020,Cho Il,Netflix,"Horror, Mystery & Thriller, Action & Adventure, Drama"
Whindersson Nunes: My Own Show!,7.0,1h 3min,2022,Renata Shoel,Netflix,"Comedy, Documentary"
Never Back Down: Revolt,4.1,1h 29min,2021,Kellie Madison,Netflix,"Action & Adventure, Crime, Drama, Sport"
Born in Syria,7.7,1h 26min,2016,Hernán Zin,Netflix,"Documentary, Made in Europe"
Pa Paandi,7.4,2h 5min,2017,Dhanush,Netflix,"Comedy, Romance, Kids & Family, Action & Adventure, Drama"
In the Tall Grass,5.4,1h 42min,2019,Vincenzo Natali,Netflix,"Drama, Mystery & Thriller, Horror, Science-Fiction"
Next Gen,6.6,1h 45min,2018,Kevin R. Adams,Netflix,"Science-Fiction, Animation, Action & Adventure, Comedy, Kids & Family"
Reframe THEATER EXPERIENCE with you,6.196438356164386,1h 24min,2020,Taketoshi Sado,Netflix,Music & Musical
To the Bone,6.8,1h 47min,2017,Marti Noxon,Netflix,Drama
Fabrizio Copano: solo pienso en mí,5.2,59min,2017,Rodrigo Toro Solovera,Netflix,Comedy
The Lost Daughter,6.7,2h 2min,2021,Maggie Gyllenhaal,Netflix,Drama
David Attenborough: A Life on Our Planet,8.9,1h 23min,2020,Keith Scholey,Netflix,Documentary
Grumpy Christmas,4.5,1h 27min,2021,Raúl Martínez,Netflix,Comedy
Heaven Without People,7.4,1h 31min,2017,Lucien Bourjeily,Netflix,Drama
The Son,6.196438356164386,1h 32min,2019,Sebastián Schindel,Netflix,Mystery & Thriller
Mary Kom,6.8,2h 2min,2014,Omung Kumar,Netflix,"Drama, Sport, Action & Adventure"
Blind Detective,6.4,2h 9min,2013,Johnnie To,Netflix,"Drama, Crime, Action & Adventure, Comedy, Mystery & Thriller"
Bhool Bhulaiyaa 2,5.7,2h 22min,2022,Anees Bazmee,Netflix,"Horror, Comedy, Drama"
The Zoya Factor,4.3,2h 14min,2019,Abhishek Sharma,Netflix,"Romance, Drama, Sport, Comedy"
Super Monsters and the Wish Star,6.196438356164386,27min,2018,Jacob Joice,Netflix,"Fantasy, Animation"
Asphalt Goddess,5.1,2h 6min,2020,Julián Hernández,Netflix,Drama
Four Sisters and a Wedding,7.2,2h 6min,2013,Cathy Garcia-Molina,Netflix,"Comedy, Drama"
Tiffany Haddish: She Ready! From the Hood to Hollywood!,6.6,1h 5min,2017,Chris Robinson,Netflix,"Comedy, Documentary"
Mission: Joy - Finding Happiness in Troubled Times,8.1,1h 28min,2022,Louie Psihoyos,Netflix,Documentary
Selfie,6.0,2h 3min,2014,Cristina Jacob,Netflix,"Comedy, Documentary, Drama, Made in Europe"
Ee Nagaraniki Emaindi,7.9,2h 0min,2018,Tharun Bhascker Dhaassyam,Netflix,"Drama, Comedy"
The Silence,5.3,1h 30min,2019,John R. Leonetti,Netflix,"Mystery & Thriller, Horror, Drama, Science-Fiction, Made in Europe"
